학년,전공,교과코드-구분,과목명,학점,담당교수,시간,강의실
3,전공,EESO220-001,방사선공학개론,3,이상훈,"월1A,1B,2A 수2B,3A,3B",공대7호관-202
3,전공,EESO231-001,에너지공학설계실험1,3,최승요,"목5A,5B 6A,6B 7A,7B 8A,8B",공대7호관-110
3,전공,EESO248-001,원자력법령,3,서경원,"화1A,1B,2A 2B,3A,3B",공대7호관-202
4,전공,EESO216-001,태양전지공학,3,조성진,"화1A,1B,2A 목2B,3A,3B",공대7호관-107
4,전공,EESO223-001,원자로공학,3,이상훈,"화5B,6A,6B 목5B,6A,6B",공대7호관-202
4,전공,EESO233-001,창의시스템설계1,4,차헌녕,"수5A,5B 6A,6B 7A,7B 8A,8B 9A,9B",공대7호관-110
4,전공,EESO241-001,에너지변환전지,3,,"월7A,7B,8A 금7A,7B,8A",공대7호관-107
3,전공,EESO231-001,에너지공학설계실험1,3,최승요,"목5A,5B 6A,6B 7A,7B 8A,8B",공대7호관-110
3,전공,ELEC244-001,회로이론2,3,차헌녕,"화2B,3A,3B 목1A,1B,2A",공대7호관-110
3,전공,ELEC246-004,전자회로2,3,최병조,"화1A,1B,2A 목7A,7B,8A",IT대학1호관(공대10호관)-317
3,전공,ELEC246-007,전자회로2,3,심재훈,"화5B,6A,6B 목2B,3A,3B",IT대학1호관(공대10호관)-109
3,전공,ELEC322-001,에너지변환,3,구본관,"월5B,6A,6B 수5B,6A,6B",공대7호관-107
4,전공,EESO227-001,전력변환기응용,3,차헌녕,"화7A,7B,8A 목7A,7B,8A",공대7호관-202
4,전공,EESO233-001,창의시스템설계1,4,차헌녕,"수5A,5B 6A,6B 7A,7B 8A,8B 9A,9B",공대7호관-110
4,전공,ELEC247-002,논리회로,3,황덕현,"월2B,3A,3B 수1A,1B,2A",공대7호관-107
1,기본소양,CLTR085-013,경영의이해,3,이상진,"화8B,9A,9B 목8B,9A,9B",공대12호관-101
1,전공기반,CLTR211-021,수학 I,3,,"월7A,7B,8A 금7A,7B,8A",공대12호관-101
1,전공기반,CLTR213-017,물리학 I,3,조현석,"화7A,7B,8A 목7A,7B,8A",공대12호관-101
1,전공기반,CLTR215-017,화학 I,3,이상연,"화5B,6A,6B 목5B,6A,6B",공대12호관-101
1,기본소양,CLTR411-033,실용영어1,2,"갈스터, 네이슨 존","월6A,6B 금6A,6B",외국어교육관-407
1,기본소양,CLTR411-034,실용영어1,2,"피어슨, 브랜든","월6A,6B 금6A,6B",외국어교육관-425
1,기본소양,CLTR411-035,실용영어1,2,"노울, 디터","월6A,6B 금6A,6B",외국어교육관-404
1,전공기반,ENGR217-006,공학 프로그래밍언어,3,박보석,"화3A,3B 4A,4B 목3A,3B 4A,4B",종합정보센타-201
1,전공기반,ENGR217-007,공학 프로그래밍언어,3,박보석,"월4A,4B 5A,5B 금4A,4B 5A,5B",종합정보센타-202
1,전공기반,ENGR351-011,공학화학실험 I,1,김준영,"수1A,1B 2A,2B",공대12호관-204
1,전공기반,ENGR351-012,공학화학실험 I,1,임현승,"수3A,3B 4A,4B",공대12호관-204
1,기본소양,CLTR085-014,경영의이해,3,박현선,"화2B,3A,3B 목1A,1B,2A",공대12호관-215
1,전공기반,CLTR211-022,수학 I,3,,"월8B,9A,9B 수7A,7B,8A",공대12호관-215
1,전공기반,CLTR213-018,물리학 I,3,이형락,"화7A,7B,8A 목7A,7B,8A",공대12호관-215
1,전공기반,CLTR215-018,화학 I,3,송동익,"화5B,6A,6B 목5B,6A,6B",공대12호관-215
1,기본소양,CLTR411-036,실용영어1,2,"하이랜드,크리스","월6A,6B 금6A,6B",외국어교육관-424
1,기본소양,CLTR411-037,실용영어1,2,"맨티, 타샤 리앤","월6A,6B 금6A,6B",외국어교육관-405
1,기본소양,CLTR411-038,실용영어1,2,워터스 더스틴,"월6A,6B 금6A,6B",외국어교육관-419
1,전공기반,ENGR217-008,공학 프로그래밍언어,3,성수환,"화9A,9B 10A,10B",공대7호관-213
1,전공기반,ENGR351-013,공학화학실험 I,1,정수환,"금1A,1B 2A,2B",공대12호관-401
1,전공기반,ENGR351-014,공학화학실험 I,1,정수환,"금3A,3B 4A,4B",공대12호관-401
2,공학전공,CHEM203-009,유기화학1,3,조찬식,"월7A,7B,8A 수2B,3A,3B",공대1호관-403
2,공학전공,CHEM205-003,물리화학1,3,허남호,"화5B,6A,6B 목5B,6A,6B",공대1호관-403
2,공학전공,CHEM503-004,분석화학,3,주진,"화2B,3A,3B 금7A,7B,8A",공대1호관-403
2,공학전공,CHEN293-006,창의기초설계,3,신규철,"수7A,7B 8A,8B 9A,9B 10A,10B",공대1호관-403
2,공학전공,CHEN293-007,창의기초설계,3,신규철,"목7A,7B 8A,8B 9A,9B 10A,10B",공대1호관-403
2,기본소양,CLTR045-013,논리와 비판적 사고,3,임진아,"월5B,6A,6B 금5B,6A,6B",공대12호관-101
2,전공기반,CLTR221-010,통계학,3,박영우,"화1A,1B,2A 목2B,3A,3B",공대12호관-101
2,전공기반,ENGR211-010,공학수학 1,3,이상연,"월2B,3A,3B 수1A,1B,2A",공대1호관-403
3,공학전공,APCH213-001,응용물리화학실험설계,2,김준영,"수7A,7B 8A,8B 9A,9B 10A,10B",공대12호관-204
3,공학전공,APCH213-002,응용물리화학실험설계,2,임현승,"목7A,7B 8A,8B 9A,9B 10A,10B",공대12호관-204
3,공학전공,APCH306-001,유기합성화학,3,,"수1A,1B,2A 금2B,3A,3B",공대1호관-411
3,공학전공,APCH309-001,화학공학열역학,3,이상연,"월5B,6A,6B 수5B,6A,6B",공대1호관-403
3,공학전공,APCH428-001,응용화학특강1,1,신규철,"화9A,9B",공대1호관-403
3,공학전공,CHEM301-002,무기화학1,3,신규철,"화1A,1B,2A 목2B,3A,3B",공대1호관-411
3,공학전공,CHEN341-001,화공유체역학,3,정인우,"화2B,3A,3B 목1A,1B,2A",공대1호관-411
4,공학전공,APCH304-001,고체화학개론,3,주진,"월2B,3A,3B 수2B,3A,3B",공대1호관-411
4,공학전공,APCH308-001,공업촉매,3,,"화7A,7B,8A 목7A,7B,8A",공대1호관-411
4,공학전공,APCH313-001,응용무기화학실험설계,2,신규철,"금1A,1B 2A,2B 3A,3B 4A,4B",공대12호관-204
4,공학전공,APCH313-002,응용무기화학실험설계,2,신규철,"금6A,6B 7A,7B 8A,8B 9A,9B",공대12호관-204
4,공학전공,APCH421-001,응용화학 종합설계,3,정인우,"수7A,7B 8A,8B 9A,9B 10A,10B",공대1호관-411
4,공학전공,DYFI315-001,유기공업화학,3,조찬식,"화5B,6A,6B 목5B,6A,6B",공대1호관-411
4,공학전공,INDC324-001,유기재료,3,최흥진,"월5B,6A,6B 수5B,6A,6B",공대1호관-411
2,공학전공,CHEM203-010,유기화학1,3,최흥진,"화1A,1B,2A 목2B,3A,3B",공대9호관-102
2,공학전공,CHEM205-004,물리화학1,3,정수환,"화2B,3A,3B 목1A,1B,2A",공대9호관-102
2,공학전공,CHEM205-005,물리화학1,3,정수환,"화5B,6A,6B 목5B,6A,6B",공대9호관-106
2,공학전공,CHEM503-005,분석화학,3,주진,"수1A,1B,2A 금2B,3A,3B",공대9호관-102
2,공학전공,CHEN293-008,창의기초설계,3,성수환,"월3A,3B 4A,4B 금5A,5B 6A,6B",공대9호관-102
2,기본소양,CLTR045-014,논리와 비판적 사고,3,정석현,"월1A,1B,2A 수2B,3A,3B",공대6호관-101
2,전공기반,ENGR211-011,공학수학 1,3,이지태,"월5B,6A,6B 수5B,6A,6B",공대9호관-102
3,공학전공,CHEN252-001,무기화학,3,김영규,"화8B,9A,9B 목7A,7B,8A",공대9호관-106
3,공학전공,CHEN256-001,화공열역학1,3,여상도,"화5A,5B 6A,6B 7A,7B",공대9호관-102
3,공학전공,CHEN341-002,화공유체역학,3,박중곤,"화1A,1B,2A 목2B,3A,3B",공대9호관-106
3,공학전공,CHEN341-003,화공유체역학,3,박중곤,"화2B,3A,3B 목1A,1B,2A",공대9호관-106
3,공학전공,CHEN343-001,반응공학1,3,김재창,"월5B,6A,6B 수7A,7B,8A",공대9호관-106
3,공학전공,CHEN343-002,반응공학1,3,김재창,"월7A,7B,8A 수5B,6A,6B",공대9호관-106
3,공학전공,CHEN345-001,열전달,3,성수환,"월8B,9A,9B 수2B,3A,3B",공대9호관-102
3,공학전공,CHEN513-001,재료화학공학,3,정수환,"수9A,9B 10A,10B 11A,11B",공대9호관-106
4,공학전공,CHEN357-001,분리공정,3,여상도,"목5A,5B 6A,6B 7A,7B",공대9호관-102
4,공학전공,CHEN452-001,화학공장설계,3,송동익,"월1A,1B,2A 수1A,1B,2A",공대9호관-106
4,공학전공,CHEN456-001,생물화학공학,3,이은정,"월2B,3A,3B 수2B,3A,3B",공대9호관-106
4,공학전공,CHEN461-001,창의설계1,4,박중곤,"화8A,8B 9A,9B 10A,10B 11A,11B 수9A,9B 10A,10B 11A,11B 12A,12B",공대9호관-102
4,공학전공,CHEN463-001,고분자화학공학 1,3,김영규,"월7A,7B,8A 수7A,7B,8A",공대9호관-102
4,공학전공,CHEN516-001,산업밀착형화학공학특강,2,정수환,"목8A,8B 9A,9B",공대9호관-102
1,전공,AGEC201-001,농업과인간,3,김두한,"화5B,6A,6B 목5B,6A,6B",농대3호관-525
1,전공,AGEC203-001,경제학원론Ⅰ,3,박재관,"화8B,9A,9B",농대1호관-323
1,교양,CLTR017-010,실용한자,3,한영미,"월7A,7B,8A 금7A,7B,8A",농대1호관-401
1,교양,CLTR112-004,생활속의통계,3,오지은,"수1A,1B,2A 금2B,3A,3B",농대3호관-522
1,교양,CLTR117-008,농업과환경,3,이현우,"월1A,1B,2A 수2B,3A,3B",농대2호관-401
1,교양,CLTR205-015,대학글쓰기,3,,"수8B,9A,9B 금8B,9A,9B",농대1호관-401
2,전공필수,AGEC301-001,농업경제학,3,여준호,"월5B,6A,6B 수5B,6A,6B",농대3호관-525
2,전공필수,AGEC302-001,미시경제분석,3,김태균,"월2B,3A,3B 수1A,1B,2A",농대3호관-525
2,전공,AGEC304-001,농업경제사,3,이영구,"화8B,9A,9B 목8B,9A,9B",복현회관-301
2,전공,AGEC312-001,경제통계학,3,여준호,"화2B,3A,3B 목2B,3A,3B",농대3호관-522
2,전공,AGEC314-001,농촌사회지도론,3,정태식,"화1A,1B,2A 목2B,3A,3B",농대3호관-525
3,전공,AGEC402-001,농산물가격이론,3,장우환,"월7A,7B,8A 수8B,9A,9B",농대3호관-525
3,전공,AGEC403-001,생산경제학,3,김태균,"화7A,7B,8A 목7A,7B,8A",농대3호관-525
3,전공,AGEC406-001,농업경제학연습2,2,김태균,"목10A,10B 11A,11B 12A,12B",농대3호관-525
3,전공,AGEC416-001,조사방법및자료분석,3,장우환,"월8B,9A,9B 수7A,7B,8A",농대3호관-525
3,전공,AGEC418-001,농산물무역의 이론과 실제,3,김두한,"화2B,3A,3B 목1A,1B,2A",농대3호관-525
3,교직,TCHR648-001,농산물유통교육론,3,조완형,"월1A,1B,2A 수2B,3A,3B",농대3호관-511
4,전공,AGEC501-001,농업정책학,3,,"화8B,9A,9B 목8B,9A,9B",농대3호관-525
4,전공,AGEC503-001,협동조합론,3,조완형,"월2B,3A,3B 수1A,1B,2A",농대3호관-511
4,전공,AGEC513-001,농업경제학연습4,2,김태균,"목10A,10B 11A,11B 12A,12B",농대3호관-521
*,교양,CLTR117-002,농업과환경,3,신동현,"월1A,1B,2A 수2B,3A,3B",농대3호관-521
*,교양,CLTR730-001,국제개발협력의 이해,3,신동현,"금5B,6A,6B 7A,7B,8A",농대2호관-401
1,전공,ABSC202-001,응용생명과학개론,3,이상만,"월5B,6A,6B 수5B,6A,6B",농대1호관-323
1,전공,ABSC202-002,응용생명과학개론,3,이상만,"월5B,6A,6B 수5B,6A,6B",농대2호관-401
1,교양,CLTR017-011,실용한자,3,이혁,"월7A,7B,8A 금7A,7B,8A",복현회관-201
1,교양,CLTR017-012,실용한자,3,정지아,"월7A,7B,8A 금7A,7B,8A",복현회관-301
1,교양,CLTR041-012,한국사,3,서지영,"수1A,1B,2A 금2B,3A,3B",복현회관-201
1,교양,CLTR041-013,한국사,3,김순규,"수1A,1B,2A 금2B,3A,3B",복현회관-301
1,교양,CLTR117-003,농업과환경,3,신동현,"월1A,1B,2A 수2B,3A,3B",복현회관-201
1,교양,CLTR215-019,화학 I,3,박만,"화7A,7B,8A 목7A,7B,8A",농대1호관-401
1,교양,CLTR215-020,화학 I,3,김원찬,"화7A,7B,8A 목7A,7B,8A",농대1호관-323
1,교양,CLTR246-004,일반생명과학Ⅰ,3,이상만,"화5B,6A,6B 목5B,6A,6B",농대1호관-323
1,교양,CLTR246-005,일반생명과학Ⅰ,3,최재신,"화5B,6A,6B 목5B,6A,6B",농대2호관-401
2,전공,ACHE391-001,기초유기화학,3,송종태,"화2B,3A,3B 목1A,1B,2A",농대1호관-105
2,전공,AGRO361-001,식물유전학,3,이정동,"월1A,1B,2A 수2B,3A,3B",농대1호관-105
2,전공,AGRO491-001,실험통계학,3,김경민,"월2B,3A,3B 수1A,1B,2A",농대3호관-521
2,전공,DPBS311-001,토양비료학,3,박만,"월5B,6A,6B 수5B,6A,6B",농대1호관-403
2,전공,DPBS312-001,작물생리학및실험,3,김윤하,"화7A,7B 8A,8B 목7A,7B 8A,8B",농대1호관-321
2,전공,DPBS313-001,작물학및실험1,3,이상철,"화5A,5B 6A,6B 목5A,5B 6A,6B",농대1호관-321
3,전공,AGRO435-001,잡초방제학및실험,3,김윤하,"화2A,2B 3A,3B 목2A,2B 3A,3B",농대1호관-321
3,전공,DPBS317-001,환경생리생태학,3,김윤하,"화10A,10B,11A 목10A,10B,11A",농대1호관-105
3,전공,DPBS318-001,식물육종학및실험1,3,이정동,"월5A,5B 6A,6B 수5A,5B 6A,6B",농대1호관-321
3,전공,DPBS407-001,식물분자생물학2,3,송종태,"화5B,6A,6B 목5B,6A,6B",농대1호관-105
3,전공,DPBS422-001,기능성작물학,3,이정동,"월7A,7B,8A 수7A,7B,8A",농대1호관-105
3,전공,FOOD328-001,식품가공학,3,김일두,"금1A,1B,2A 2B,3A,3B",농대1호관-105
3,전공,HORT419-001,식물생명공학,3,박순기,"월2B,3A,3B 수1A,1B,2A",농대1호관-320
3,교직,TCHR531-004,식물자원·조경교육론,3,김경민,"화7A,7B,8A 8B,9A,9B",농대1호관-105
4,전공,DPBS403-001,종자생산 및 조직배양,3,김경민,"월5B,6A,6B 수5B,6A,6B",농대1호관-105
4,전공,DPBS409-001,생명기술산업학,3,송종태,"월00,0A,0B 수00,0A,0B",농대1호관-105
4,전공,DPBS423-001,농산업디자인,3,이미영,"화1A,1B,2A 목2B,3A,3B",농대1호관-105
4,전공,DPBS426-001,식량안보 및 작물생산학,3,신동현,"월2B,3A,3B 수1A,1B,2A",농대1호관-105
2,전공,ACHE391-002,기초유기화학,3,이성은,"월5B,6A,6B 수5B,6A,6B",농대1호관-402
2,전공,ACHE468-001,응용생명화학,3,이상만,"월7A,7B,8A 수7A,7B,8A",농대1호관-402
2,전공,ACHE469-001,기기 · 분석화학,3,강상재,"화8B,9A,9B 목8B,9A,9B",농대1호관-402
2,전공,ACHE470-001,분석 · 유기화학실험,2,강상재,"수10A,10B 11A,11B 12A,12B 13A,13B",농대1호관-317-1
2,전공,INDC411-002,환경화학,3,김장억,"화2B,3A,3B 목1A,1B,2A",농대1호관-402
3,전공,ABIC312-001,환경생물공학,3,이상만,"화7A,7B,8A 목7A,7B,8A",농대1호관-402
3,전공,ACHE405-001,비료자재학,3,강상재,"월8B,9A,9B 수8B,9A,9B",농대1호관-402
3,전공,ACHE412-001,식물영양학실험,2,이상만,"목9A,9B 10A,10B 11A,11B 12A,12B",농대1호관-317-1
3,전공,ACHE431-001,응용생화학,3,김원찬,"화5B,6A,6B 목5B,6A,6B",농대1호관-402
3,전공,ACHE451-001,농약학,3,김장억,"화1A,1B,2A 목2B,3A,3B",농대1호관-402
3,전공,BIIN211-001,유전공학의 기초,3,신재호,"월2B,3A,3B 수2B,3A,3B",농대1호관-402
4,전공,ABIC313-001,농산물품질학,3,번치 희연,"수8B,9A,9B 금8B,9A,9B",농대1호관-320
4,전공,ACHE424-001,생명화학,3,신재호,"화2B,3A,3B 목2B,3A,3B",농대1호관-403
4,전공,ACHE542-001,식량화학실험,2,번치 희연,"화10A,10B 11A,11B 12A,12B 13A,13B",농대1호관-317-1
4,전공,ACHE552-001,농업환경학 이론 및 실습,3,박만,"화5A,5B 6A,6B 목5A,5B 6A,6B",농대1호관-403
4,전공,AGRO491-002,실험통계학,3,채현숙,"월2B,3A,3B 수2B,3A,3B",농대1호관-403
4,전공,BIIN213-001,생물정보학실습,3,신재호,"월9A,9B 10A,10B 11A,11B 12A,12B 13A,13B",농대1호관-101
4,전공,BIIN214-001,농식품유해물질정보학,3,이성은,"화8B,9A,9B 목8B,9A,9B",농대1호관-403
2,전공,AGBL211-001,식물병리학개론,3,이승열,"화1A,1B,2A 목2B,3A,3B",농대2호관-220
2,전공,AGBL212-001,곤충학개론,3,허은엽,"월7A,7B,8A 수7A,7B,8A",농대2호관-220
2,전공,AGBL221-001,식물병리학실습,2,이승열,"월10A,10B 11A,11B 12A,12B 13A,13B",농대2호관-220
2,전공,AGBL222-001,생물자원학,3,권오석,"화2B,3A,3B 목1A,1B,2A",농대2호관-211
2,전공,AGBL427-001,곤충생리학,3,이경열,"월1A,1B,2A 수2B,3A,3B",농대2호관-211
2,전공,STAT542-001,생물통계학,3,서상재,"월2B,3A,3B 수1A,1B,2A",농대2호관-220
3,전공,AGBL251-001,나무병관리,3,이승열,"월8B,9A,9B 수8B,9A,9B",농대2호관-211
3,전공,AGBL301-001,식물생리학개론,3,김경민,"월1A,1B,2A 수2B,3A,3B",농대2호관-220
3,전공,AGBL401-001,유전학원론,3,권오석,"화1A,1B,2A 목2B,3A,3B",농대2호관-211
3,전공,AGBL411-001,식물세균병학,3,오종희,"월2B,3A,3B 수1A,1B,2A",농대2호관-211
3,전공,AGBL421-001,해충방제학,3,서상재,"월5B,6A,6B 수5B,6A,6B",농대2호관-211
3,전공,AGBL434-001,응용곤충학실험,2,허은엽,"금1A,1B 2A,2B 3A,3B 4A,4B",농대2호관-220
4,전공,ABIC311-001,위생곤충학개론,3,권오석,"화5B,6A,6B 목5B,6A,6B",농대2호관-211
4,전공,AGBL261-001,식물병방제학,3,이수헌,"화8B,9A,9B 목8B,9A,9B",농대2호관-211
4,전공,AGBL265-001,식물검역실무,3,이수헌,"월7A,7B,8A 수7A,7B,8A",농대2호관-211
4,전공,BIOC622-002,세포생물학,3,이경열,"화7A,7B,8A 목7A,7B,8A",농대2호관-211
4,교직,TCHR678-002,생물교재연구및지도법,3,김영신,"화7A,7B 8A,8B 9A,9B 수5A,5B 6A,6B",생물학관-112
1,교양,CLTR041-014,한국사,3,서지영,"월2B,3A,3B 금1A,1B,2A",농대1호관-323
1,교양,CLTR215-021,화학 I,3,김창민,"수8B,9A,9B 금8B,9A,9B",화학관-120
1,전공,DPBS352-001,원예과학기초실험,3,김기훈,"월7A,7B 8A,8B 9A,9B 10A,10B",농대1호관-321
1,전공,HORT221-001,원예작물 이해 및 재배 실습,3,윤태명,"월5A,5B 6A,6B 수5A,5B 6A,6B",농대사과센타-301
1,전공,HORT422-001,국제원예산업,2,아응타이나잉,"화5A,5B 6A,6B",농대사과센타-301
1,전공,HORT427-001,일반식물학,3,한증술,"화2B,3A,3B 목1A,1B,2A",농대1호관-354
2,전공,ACHE392-001,기초생화학,3,강영화,"화5B,6A,6B 목5B,6A,6B",농대1호관-354
2,교양,CLTR112-005,생활속의통계,3,오지은,"화1A,1B,2A 목2B,3A,3B",농대1호관-323
2,전공,HORT416-001,원예작물육종학,3,최철,"화2B,3A,3B 목1A,1B,2A",농대1호관-323
2,전공필수,HORT542-001,채소생산학총론 및 실습,3,한증술,"월5A,5B 6A,6B 수5A,5B 6A,6B",농대1호관-354
2,전공필수,HORT543-001,화훼생산학총론 및 실습,3,정우윤,"금1A,1B 2A,2B 3A,3B 4A,4B",농대1호관-354
2,전공필수,HORT545-001,과수생산학총론 및 실습,3,윤태명,"월2A,2B 3A,3B 수2A,2B 3A,3B",농대1호관-354
2,전공,HORT556-001,영농창업설계 1,1,백운주,"토1A,1B 2A,2B 3A,3B 5A,5B 6A,6B 7A,7B 8A,8B 9A,9B",농대1호관-354
3,전공,DPBS362-001,원예산업현장실습,1,강인규,"토1A,1B 2A,2B 3A,3B 5A,5B 6A,6B 7A,7B 8A,8B 9A,9B",(교외강의실) 현장견학지-현장견학지
3,전공,HORT416-001,원예작물육종학,3,최철,"화2B,3A,3B 목1A,1B,2A",농대1호관-323
3,전공,HORT425-001,수확후생리학,3,강인규,"화1A,1B,2A 목2B,3A,3B",농대1호관-354
3,전공,HORT431-001,식물조직배양학 및 실험,3,김창길,"화7A,7B 8A,8B 목7A,7B 8A,8B",농대1호관-354
3,전공,HORT432-001,창업영농세미나,3,강인규,"화9A,9B 10A,10B 11A,11B",농대1호관-354
3,전공,HORT548-001,시설원예학 및 실습,3,,"월7A,7B 8A,8B 수7A,7B 8A,8B",농대1호관-354
3,교직,TCHR531-004,식물자원·조경교육론,3,김경민,"화7A,7B,8A 8B,9A,9B",농대1호관-105
4,전공,DPBS315-001,천연물분석학및실험,3,강영화,"월2A,2B 3A,3B 수2A,2B 3A,3B",농대1호관-349
4,전공,HORT421-001,식물분자육종학,3,최철,"화7A,7B,8A 목7A,7B,8A",농대1호관-349
4,전공,HORT430-001,원예작물생명공학 및 실험,3,김창길,"화9A,9B 10A,10B 목9A,9B 10A,10B",농대1호관-349
4,전공,HORT451-001,원예병해충관리 및 실습,3,서상재,"화5A,5B 6A,6B 목5A,5B 6A,6B",농대2호관-220
1,교양,CLTR017-013,실용한자,3,박정민,"화2B,3A,3B 목1A,1B,2A",농대2호관-401
1,교양,CLTR017-014,실용한자,3,김수현,"화2B,3A,3B 목1A,1B,2A",농대3호관-521
1,교양,CLTR045-015,논리와 비판적 사고,3,성회경,"월8B,9A,9B 수7A,7B,8A",농대2호관-401
1,교양,CLTR045-016,논리와 비판적 사고,3,강동수,"월8B,9A,9B 수7A,7B,8A",복현회관-201
1,교양,CLTR103-005,과학사의이해,3,,"월1A,1B,2A 수2B,3A,3B",복현회관-301
1,교양,CLTR103-006,과학사의이해,3,,"월1A,1B,2A 수2B,3A,3B",농대1호관-323
1,교양,CLTR117-004,농업과환경,3,,"화5B,6A,6B 목5B,6A,6B",복현회관-201
1,교양,CLTR117-005,농업과환경,3,,"화5B,6A,6B 목5B,6A,6B",복현회관-301
1,교양,CLTR215-022,화학 I,3,한동엽,"화7A,7B,8A 목7A,7B,8A",복현회관-301
1,교양,CLTR215-023,화학 I,3,정성근,"화7A,7B,8A 목7A,7B,8A",복현회관-201
1,전공,FOOD211-001,식품공학개론,3,정영훈,"화8B,9A,9B 목8B,9A,9B",농대3호관-521
1,전공,FOOD211-002,식품공학개론,3,한동엽,"화8B,9A,9B 목8B,9A,9B",농대3호관-522
2,전공,CHEM503-006,분석화학,3,정신교,"화8A,8B 9A,9B 수3A,3B",농대3호관-225
2,전공,FOBI211-001,일반생화학,3,이상한,"화7A,7B 수8A,8B 9A,9B",농대3호관-225
2,전공,FOOD323-001,생물물리화학,3,정영훈,"월5A,5B",농대3호관-225
2,전공,FOOD325-001,식품재료학,3,권중호,"월6A,6B 7A,7B 목1A,1B",농대3호관-225
2,전공,MBIO251-001,일반미생물학,3,우철주,"화1A,1B",농대3호관-225
3,전공,BIOF207-001,식품가공학 및 실험,3,문광덕,"월2A,2B 3A,3B",농대3호관-225
3,전공,BIOF302-001,식품공학 및 실험,3,정영훈,"월7A,7B 8A,8B 9A,9B 목1A,1B",농대3호관-230
3,전공,BIOF303-001,식품미생물학 및 실험,3,박미경,"수8A,8B 9A,9B",농대3호관-230
3,전공,BIOF308-001,식품분석학 및 실험,3,정신교,"화2A,2B 3A,3B",농대3호관-225
3,전공,FOOD441-001,식품화학1,3,권중호,"수7A,7B 목6A,6B 7A,7B",농대3호관-225
